runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name,number of agents,decompTime,MaxCompRuntime
2.91885,1481,2960,2138592,4380386,3234,3234,3234,3234,474,379,113,962,25,0,0,0,0,1.3e-05,1.4e-05,0.04362,6.2e-05,2e-06,0,0.001343,0.00478,0.152435,2.01604,2.0659,0.050385,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-15.scen:,50,30,2.91617
3.34298,1738,3474,2256901,4629955,3234,3234,3234,3234,253,425,134,1146,31,0,0,0,0,3.2e-05,1.4e-05,0.044463,0.000131,2e-06,0,0.001201,0.00492,0.168288,2.12776,2.17852,0.050336,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-15.scen:,50,33,3.3407
3.04268,1360,2719,2244139,4466613,3234,3234,3186,3198,519,341,105,889,24,0,0,0,0,0.035346,0.021312,0.041706,0.27157,0.336462,0,0.14121,0.003907,0.147048,2.07585,2.12357,0.025719,CG+GR+GC+T+BP with AStar,scens/den312d-even-15.scen:,50,0,0
1.10173,858,1716,746137,2177007,3261,3261,3261,3261,1048,473,60,208,116,0,0,0,0,0,0,0.037656,0,0,0,0,0.002499,0.090587,0.754771,0.809567,0.061971,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,60,56,1.10138
1.20989,853,1706,777827,2210475,3261,3261,3259,3260,954,521,57,129,145,0,0,0,0,5e-06,9e-06,0.03523,0,6e-05,0,9.7e-05,0.002796,0.085117,0.811863,0.861987,0.058857,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,60,51,1.20902
1.19803,932,1862,824473,2353561,3261,3261,3259,3260,1036,548,64,150,168,0,0,0,0,2.4e-05,7.1e-05,0.035351,0.000231,6.5e-05,0,0.002248,0.002929,0.088832,0.820902,0.8715,0.03532,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,60,83,1.18995
1.10548,858,1715,746137,2177007,3261,3261,3243,3253,1048,473,60,208,116,0,0,0,0,0.011821,0.011277,0.037523,0.051981,0.119716,0,0.051583,0.002494,0.090239,0.756948,0.811986,0.018716,CG+GR+GC+T+BP with AStar,scens/den312d-even-17.scen:,60,0,0
2.13711,914,1828,1662978,3288031,3462,3462,3462,3462,554,203,24,344,342,0,0,0,0,0,0,0.033351,0,0,0,0,0.002651,0.122588,1.53175,1.57029,0.036524,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,60,81,2.13673
1.72504,735,1470,1287741,2551985,3462,3462,3462,3462,395,164,20,299,251,0,0,0,0,3e-06,1.3e-05,0.024789,0,0,0,0.000156,0.002177,0.095042,1.19156,1.2203,0.036292,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,60,42,1.72431
1.55563,681,1360,1181576,2347600,3462,3462,3460,3460,416,155,24,295,205,0,0,0,0,3.9e-05,4.3e-05,0.022433,5.6e-05,2e-06,0,0.002649,0.001744,0.09067,1.09121,1.11701,0.035065,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,60,40,1.54959
2.11538,914,1827,1662978,3288031,3462,3462,3411,3422,554,203,24,344,342,0,0,0,0,0.029869,0.013059,0.032835,0.064464,0.237648,0,0.187007,0.002679,0.121887,1.51258,1.55077,0.018933,CG+GR+GC+T+BP with AStar,scens/den312d-even-10.scen:,60,0,0
0.838967,456,912,668600,1409110,2990,2990,2990,2990,67,48,26,37,344,0,0,0,0,0,0,0.011962,0,0,0,0,0.001395,0.03984,0.569851,0.59417,0.027656,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,45,25,0.838744
1.27988,573,1146,1015252,2094793,2990,2990,2990,2990,46,60,20,68,424,0,0,0,0,1e-06,6e-06,0.015484,0,0,0,9.9e-05,0.002069,0.055357,0.872767,0.909484,0.030244,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,45,21,1.27941
0.961375,415,832,704568,1516210,2990,2990,2990,2990,101,56,26,34,299,0,0,0,0,2e-06,5e-06,0.01204,0,1e-06,0,9.6e-05,0.001566,0.041076,0.622784,0.648599,0.042059,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,45,30,0.960919
0.797334,440,879,566328,1222062,2990,2990,2939,2948,51,46,26,41,326,0,0,0,0,0.009479,0.003066,0.011321,0.014207,0.079136,0,0.120089,0.001277,0.037681,0.529201,0.551011,0.02328,CG+GR+GC+T+BP with AStar,scens/den312d-even-4.scen:,45,0,0
0.36204,193,386,166623,485217,2689,2689,2689,2689,223,81,12,89,10,0,0,0,0,0,0,0.008627,0,0,0,0,0.000659,0.019726,0.202058,0.211824,0.0464,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,45,29,0.361855
0.246862,164,326,139181,389790,2689,2689,2689,2689,131,66,14,72,10,0,0,0,0,1.4e-05,1.7e-05,0.00498,2.4e-05,0,0,0.001191,0.000445,0.012185,0.133862,0.139532,0.043058,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,45,32,0.244434
0.254469,177,352,144553,418923,2689,2689,2689,2689,136,73,16,78,8,0,0,0,0,6e-06,1.7e-05,0.005137,6.4e-05,1e-06,0,0.00078,0.000423,0.012975,0.14009,0.145896,0.025761,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,45,21,0.252438
0.298078,193,385,166623,485217,2689,2689,2671,2677,223,81,12,89,10,0,0,0,0,0.002597,0.002276,0.007366,0.015868,0.041293,0,0.041913,0.000591,0.017564,0.171777,0.180381,0.014088,CG+GR+GC+T+BP with AStar,scens/den312d-even-24.scen:,45,0,0
0.998805,513,1028,689132,1445330,2696,2696,2696,2696,200,172,92,206,43,0,0,0,0,0,0,0.013448,0,0,0,0,0.002451,0.046102,0.61493,0.630531,0.027985,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-8.scen:,45,24,0.998603
1.13259,624,1246,773904,1586763,2696,2696,2696,2696,119,235,100,237,50,0,0,0,0,9e-06,1.1e-05,0.012677,0,0,0,0.000302,0.002423,0.048533,0.674068,0.688954,0.026076,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-8.scen:,45,23,1.13169
1.19958,653,1304,835159,1781034,2696,2696,2696,2696,193,241,90,257,63,0,0,0,0,1.5e-05,1.1e-05,0.013475,0.000123,4e-06,0,0.001979,0.002914,0.053166,0.747608,0.763858,0.024482,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-8.scen:,45,23,1.1963
1.01678,513,1027,689132,1445330,2696,2696,2663,2672,200,172,92,206,43,0,0,0,0,0.0147,0.006496,0.013478,0.067546,0.095595,0,0.13361,0.002471,0.046481,0.621649,0.637487,0.014235,CG+GR+GC+T+BP with AStar,scens/den312d-even-8.scen:,45,0,0
7.84547,5616,11102,5838625,14570910,3052,3052,3052,3052,3502,4537,426,342,311,0,0,0,0,0,0,0.174611,0,0,0,0,0.022345,0.598505,5.51483,5.7176,0.029043,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,45,23,7.84457
7.82452,5616,11102,5838625,14570910,3052,3052,3052,3052,3502,4537,426,342,311,0,0,0,0,0,0,0.173144,0,0,0,0,0.021608,0.596709,5.50099,5.70175,0.045888,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,45,27,7.82368
0.233733,160,320,165275,405780,3052,3052,3049,3050,160,68,3,22,66,0,0,0,0,9.5e-05,0.000121,0.005064,0.000374,0.000508,0,0.003471,0.000425,0.013106,0.143871,0.1497,0.042908,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,45,25,0.219579
7.80668,5616,11101,5838625,14570910,3052,3052,3025,3032,3502,4537,426,342,311,0,0,0,0,0.071199,0.045324,0.174295,0.740217,0.580456,0,0.430235,0.022495,0.598489,5.48266,5.68519,0.023112,CG+GR+GC+T+BP with AStar,scens/den312d-even-18.scen:,45,0,0
0.039218,24,48,24753,76910,2520,2520,2520,2520,22,15,3,4,1,0,0,0,0,0,0,0.001057,0,0,0,0,6.7e-05,0.001715,0.020262,0.02144,0.027954,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,45,17,0.039049
0.035046,22,42,21649,66684,2520,2520,2518,2519,23,13,3,3,1,0,0,0,0,0,1e-05,0.000853,5.4e-05,0.000159,0,0.001427,6.5e-05,0.001396,0.018054,0.019091,0.025631,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,45,19,0.031324
0.037024,23,44,23529,72215,2520,2520,2518,2519,23,14,3,3,1,0,0,0,0,7e-06,1.1e-05,0.000832,3.8e-05,0.000159,0,0.001277,6.2e-05,0.001502,0.01949,0.020525,0.024505,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,45,19,0.033593
0.052575,24,47,24753,76910,2520,2520,2510,2516,22,15,3,4,1,0,0,0,0,0.000401,0.000302,0.00112,0.002375,0.005798,0,0.008608,8.4e-05,0.002208,0.026493,0.027953,0.016544,CG+GR+GC+T+BP with AStar,scens/den312d-even-17.scen:,45,0,0
0.440565,172,344,269421,536923,2573,2573,2573,2573,49,21,12,124,14,0,0,0,0,0,0,0.004745,0,0,0,0,0.000444,0.018379,0.263302,0.268729,0.046808,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,45,24,0.440381
0.42002,192,382,283079,567358,2573,2573,2573,2573,28,20,12,145,13,0,0,0,0,1.5e-05,1.1e-05,0.004258,0,1e-06,0,0.000512,0.000456,0.018258,0.265094,0.270067,0.044131,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,45,24,0.418802
0.912737,335,668,630473,1211003,2573,2573,2533,2540,83,40,20,253,20,0,0,0,0,0.011348,0.002073,0.008498,0.0134,0.064699,0,0.045153,0.000748,0.039976,0.584246,0.594382,0.025794,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,45,16,0.467434
0.396569,172,343,269421,536923,2573,2573,2531,2539,49,21,12,124,14,0,0,0,0,0.010378,0.00214,0.004283,0.006666,0.069231,0,0.043111,0.000431,0.017982,0.2518,0.256978,0.014121,CG+GR+GC+T+BP with AStar,scens/den312d-even-10.scen:,45,0,0
16.595,7750,15502,10710716,25667824,4686,4686,4686,4686,6882,4216,444,2455,635,0,0,0,0,0,0,0.436871,0,0,0,0,0.03724,0.968129,10.3505,10.9292,0.061311,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,70,70,16.5923
15.166,7327,14654,9803509,24010357,4686,4686,4686,4686,7571,3712,499,2458,657,0,0,0,0,7e-06,1.2e-05,0.408761,0,0,0,0.000566,0.033995,0.912305,9.59152,10.1198,0.065836,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,70,68,15.163
15.0916,7327,14654,9803509,24010357,4686,4686,4686,4686,7571,3712,499,2458,657,0,0,0,0,8e-06,1.2e-05,0.404972,0,1e-06,0,0.000565,0.033748,0.906028,9.55651,10.0806,0.042838,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,70,47,15.0888
16.5484,7750,15501,10710716,25667824,4686,4686,4639,4654,6882,4216,444,2455,635,0,0,0,0,0.098733,0.147927,0.430909,1.3402,2.15307,0,0.983953,0.036766,0.963997,10.3554,10.9265,0.021756,CG+GR+DC+T+BP with AStar,scens/den312d-even-25.scen:,70,0,0
9.57368,2982,5964,8016532,15290570,3385,3385,3385,3385,172,357,72,461,2091,0,0,0,0,0,0,0.109103,0,0,0,0,0.010801,0.366841,6.75924,7.04188,0.030825,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,50,22,9.57298
9.8054,3012,6024,8215240,15432698,3385,3385,3385,3385,131,329,91,396,2195,0,0,0,0,4.7e-05,7e-06,0.10369,0,0,0,0.000904,0.012373,0.376607,7.00294,7.27441,0.029672,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,50,23,9.80297
11.2599,3311,6622,9284344,17429753,3385,3385,3385,3385,134,355,67,505,2383,0,0,0,0,4.8e-05,7e-06,0.117189,0,1e-06,0,0.000941,0.014273,0.414037,7.82755,8.14072,0.046978,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,50,35,11.2573
6.81909,1851,3702,4522152,9560090,3867,3867,3819,3832,1973,1398,282,87,83,0,0,0,0,0.001391,0.000784,0.108191,0.035241,0.016527,0,0.030633,0.023972,0.310905,4.15335,4.37577,0.037735,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,60,72,6.6128
8.26606,2630,5259,6575610,12673217,3385,3385,3326,3337,289,286,46,370,1927,0,0,0,0,0.063959,0.021328,0.097397,0.150406,0.584841,0,1.37132,0.010279,0.310728,5.68061,5.91739,0.025619,CG+GR+GC+T+BP with AStar,scens/den312d-even-4.scen:,50,0,0
0.436212,266,532,245914,727273,2993,2993,2993,2993,350,146,26,78,15,0,0,0,0,0,0,0.012026,0,0,0,0,0.000995,0.027318,0.255284,0.268899,0.030883,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,50,27,0.435982
0.945598,577,1152,526340,1531981,2993,2993,2974,2981,683,309,80,156,30,0,0,0,0,0.00313,0.003081,0.023922,0.029219,0.071201,0,0.05538,0.002265,0.055523,0.533471,0.561331,0.029542,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,50,21,0.499978
0.481485,281,560,231529,684230,2993,2993,2993,2993,257,158,33,77,11,0,0,0,0,3e-06,2e-05,0.010398,4e-05,0,0,0.000542,0.000947,0.025039,0.257917,0.26975,0.04668,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,50,30,0.480386
0.421762,266,531,245914,727273,2993,2993,2974,2981,350,146,26,78,15,0,0,0,0,0.003458,0.00316,0.011564,0.023342,0.056697,0,0.051788,0.000955,0.027143,0.249312,0.26263,0.015564,CG+GR+GC+T+BP with AStar,scens/den312d-even-24.scen:,50,0,0
5.43452,1309,2618,3636007,7635372,3867,3867,3866,3867,1685,821,370,67,50,0,0,0,0,2.2e-05,1.8e-05,0.078273,0.000181,5e-06,0,0.000362,0.020265,0.219638,3.32347,3.5085,0.035111,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,60,53,5.43304
8.62614,2117,4236,5549140,11683185,3867,3867,3820,3832,2632,1266,495,121,235,0,0,0,0,0.014493,0.010401,0.122739,0.340722,0.266706,0,0.322119,0.027222,0.334137,4.97064,5.23584,0.05799,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,60,58,5.33168
5.74463,1536,3071,3711115,7777051,3867,3867,3819,3832,1488,1083,316,68,68,0,0,0,0,0.03398,0.019356,0.087608,0.806435,0.579257,0,0.304971,0.017136,0.244081,3.41855,3.61334,0.018596,CG+GR+GC+T+BP with AStar,scens/den312d-even-20.scen:,60,0,0
1.95486,852,1704,1146127,2771092,4034,4034,4034,4034,738,387,39,411,14,0,0,0,0,0,0,0.042056,0,0,0,0,0.002674,0.114331,1.14334,1.19263,0.061962,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,60,68,1.95445
1.7423,772,1544,1102994,2658398,4034,4034,4034,4034,778,299,30,431,11,0,0,0,0,3e-06,9e-06,0.038939,0,1e-06,0,8.1e-05,0.002524,0.107322,1.07657,1.12359,0.043205,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,60,83,1.74163
1.74844,772,1544,1102994,2658398,4034,4034,4034,4034,778,299,30,431,11,0,0,0,0,3e-06,9e-06,0.039233,0,1e-06,0,8.1e-05,0.002586,0.10825,1.08898,1.1366,0.036908,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,60,75,1.74778
21.8747,17741,35484,15060650,34539876,2979,2979,2979,2979,7662,14358,1615,1212,556,0,0,0,0,0,0,0.447951,0,0,0,0,0.089809,1.41772,13.8619,14.3807,0.030984,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-8.scen:,50,24,21.8694
1.91286,852,1703,1146127,2771092,4034,4034,3996,4010,738,387,39,411,14,0,0,0,0,0.014457,0.014814,0.041342,0.115239,0.442036,0,0.097411,0.002663,0.113313,1.12518,1.1737,0.019656,CG+GR+GC+T+BP with AStar,scens/den312d-even-25.scen:,60,0,0
5.52032,3032,6064,4242536,8713512,2979,2979,2978,2978,1594,1881,452,545,153,0,0,0,0,3.1e-05,6.1e-05,0.08026,0.000561,0.000118,0,0.002846,0.015258,0.322683,3.80195,3.89628,0.028712,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-8.scen:,50,23,5.51373
5.65649,3332,6664,4392266,9233288,2979,2979,2978,2978,1485,2069,397,524,341,0,0,0,0,2.3e-05,6.7e-05,0.076928,0.000496,8e-06,0,0.004002,0.012805,0.306966,3.89645,3.98913,0.046082,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-8.scen:,50,31,5.64825
21.827,17741,35483,15060650,34539876,2979,2979,2941,2951,7662,14358,1615,1212,556,0,0,0,0,0.227451,0.183149,0.447983,1.46353,2.75795,0,0.938181,0.089728,1.41006,13.8274,14.3464,0.02554,CG+GR+GC+T+BP with AStar,scens/den312d-even-8.scen:,50,0,0
40.1442,12955,25910,34250203,65563951,3783,3783,3783,3783,2655,1434,556,1493,9471,0,0,0,0,0,0,0.53022,0,0,0,0,0.060138,1.78109,29.3968,30.4815,0.056298,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,55,25,40.1393
0.26807,97,196,174027,403802,2863,2863,2863,2863,78,63,15,0,19,0,0,0,0,0,0,0.004053,0,0,0,0,0.000407,0.012731,0.157846,0.16439,0.045096,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,45,26,0.267879
0.329392,118,234,201870,464479,2863,2863,2833,2842,108,69,24,0,23,0,0,0,0,0.000709,0.000444,0.00458,0.015738,0.01067,0,0.029164,0.00059,0.013988,0.175604,0.182828,0.026078,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,45,17,0.2009
0.33723,118,234,201870,464479,2863,2863,2833,2842,108,69,24,0,23,0,0,0,0,0.000725,0.000443,0.004701,0.015901,0.010822,0,0.029403,0.000639,0.01425,0.180697,0.188085,0.02637,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,45,20,0.208051
0.235927,84,169,136297,324767,2863,2863,2832,2842,79,51,16,0,17,0,0,0,0,0.001483,0.000874,0.003535,0.034837,0.015594,0,0.035058,0.000341,0.010729,0.128081,0.133072,0.013963,CG+GR+GC+T+BP with AStar,scens/den312d-even-20.scen:,45,0,0
52.4953,33210,66331,35998252,83994841,3347,3347,3347,3347,14603,24756,2630,1369,4455,0,0,0,0,0,0,1.05295,0,0,0,0,0.127291,3.04803,33.1456,34.806,0.051182,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,50,32,52.485
0.774495,404,808,376933,957715,3252,3252,3252,3252,6,0,1,392,10,0,0,0,0,0,0,0.011173,0,0,0,0,0.000633,0.026891,0.379877,0.397025,0.04578,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,45,25,0.774266
0.577043,337,672,294738,762374,3254,3254,3252,3253,13,4,0,319,12,0,0,0,0,3.9e-05,1.1e-05,0.007668,0,0.000163,0,0.000657,0.000478,0.020465,0.281319,0.29349,0.025365,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,45,17,0.574284
0.839408,454,906,406159,1037150,3254,3254,3252,3253,12,6,0,429,17,0,0,0,0,4.2e-05,2.4e-05,0.01011,0,0.000165,0,0.000727,0.000689,0.027608,0.393795,0.411244,0.04219,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,45,22,0.836085
0.810964,404,807,376949,957780,3252,3252,3231,3239,6,0,1,392,10,0,0,0,0,0.009954,0.006219,0.011335,0.039605,0.26264,0,0.06363,0.000647,0.027029,0.386515,0.404488,0.023252,CG+GR+GC+T+BP with AStar,scens/den312d-even-25.scen:,45,0,0
11.3209,6020,12010,8030328,17329626,2843,2843,2843,2843,3123,3638,91,1717,573,0,0,0,0,0,0,0.155454,0,0,0,0,0.016658,0.606221,7.23517,7.42285,0.027804,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-1.scen:,45,30,11.3194
11.0115,5303,10569,7701697,16470032,2843,2843,2843,2843,3292,3376,77,1447,401,0,0,0,0,2.7e-05,1.2e-05,0.142935,1.5e-05,1e-06,0,0.000688,0.015175,0.583823,6.95042,7.12258,0.02746,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-1.scen:,45,17,11.0095
10.1162,4981,9939,7262185,15504589,2843,2843,2843,2843,2727,3285,82,1445,167,0,0,0,0,9e-06,1.1e-05,0.129171,6.4e-05,3e-06,0,0.003746,0.01368,0.540581,6.49507,6.64989,0.027613,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-1.scen:,45,17,10.1083
11.306,6020,12009,8030328,17329626,2843,2843,2810,2820,3123,3638,91,1717,573,0,0,0,0,0.165773,0.052959,0.154704,0.360503,2.18719,0,0.91877,0.016446,0.605926,7.21623,7.40247,0.013737,CG+GR+GC+T+BP with AStar,scens/den312d-even-1.scen:,45,0,0
52.5361,33210,66331,35998252,83994841,3347,3347,3347,3347,14603,24756,2630,1369,4455,0,0,0,0,0,0,1.05126,0,0,0,0,0.128313,3.04551,33.1771,34.8398,0.051394,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,50,34,52.526
9.26197,7112,14212,6574607,17020724,3347,3347,3346,3346,4841,4990,521,370,1231,0,0,0,0,6.2e-05,7.5e-05,0.236472,0.000115,7.4e-05,0,0.003754,0.027452,0.691162,6.39166,6.70903,0.029563,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,50,24,9.25179
11.0411,5598,11196,7302744,17844750,3965,3965,3965,3965,3881,4379,176,628,414,0,0,0,0,0,0,0.26752,0,0,0,0,0.024342,0.676157,7.03953,7.34221,0.041175,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-21.scen:,65,82,11.0395
52.3329,33210,66330,35998252,83994841,3347,3347,3314,3322,14603,24756,2630,1369,4455,0,0,0,0,0.402187,0.306603,1.04261,3.52584,8.38691,0,3.16457,0.127245,3.02085,33.0421,34.6877,0.025483,CG+GR+GC+T+BP with AStar,scens/den312d-even-18.scen:,50,0,0
0.050467,42,84,26531,89558,2697,2697,2697,2697,54,24,7,9,1,0,0,0,0,0,0,0.001816,0,0,0,0,0.000136,0.003505,0.027182,0.029411,0.050966,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,50,32,0.050265
0.141867,111,220,88629,268403,2697,2697,2697,2697,101,73,16,19,1,0,0,0,0,1e-05,3.3e-05,0.003758,5e-05,4e-06,0,0.001123,0.000349,0.009347,0.094482,0.100808,0.029081,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,50,23,0.136003
0.137279,129,256,95279,291632,2697,2697,2697,2697,108,89,19,18,1,0,0,0,0,5e-06,1.4e-05,0.003704,0,1e-06,0,0.000336,0.000358,0.009381,0.092146,0.09826,0.048114,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,50,34,0.135648
0.049455,42,83,26531,89558,2697,2697,2685,2692,54,24,7,9,1,0,0,0,0,0.000538,0.00055,0.00165,0.001362,0.003483,0,0.006395,0.000149,0.003373,0.026301,0.028466,0.025731,CG+GR+GC+T+BP with AStar,scens/den312d-even-17.scen:,50,0,0
0.717936,259,518,497187,925950,2861,2861,2861,2861,95,50,26,143,39,0,0,0,0,0,0,0.007535,0,0,0,0,0.00073,0.030091,0.452216,0.460788,0.052103,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,50,32,0.71771
0.882708,289,578,640516,1172894,2861,2861,2861,2861,137,59,30,167,32,0,0,0,0,3e-06,6e-06,0.008604,0,0,0,0.000193,0.000889,0.036908,0.572849,0.582827,0.049652,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,50,29,0.882072
1.31858,407,812,876814,1631759,2861,2861,2817,2825,187,73,16,255,61,0,0,0,0,0.008128,0.003211,0.01309,0.02638,0.092802,0,0.097318,0.001085,0.053344,0.807167,0.822497,0.029351,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,50,22,0.63546
0.77827,259,517,497187,925950,2861,2861,2815,2824,95,50,26,143,39,0,0,0,0,0.01146,0.003661,0.007716,0.025205,0.145171,0,0.098176,0.000731,0.030611,0.468754,0.477605,0.026005,CG+GR+GC+T+BP with AStar,scens/den312d-even-10.scen:,50,0,0
26.6486,13272,26542,18914173,44815977,3965,3965,3965,3965,10057,9474,847,2340,609,0,0,0,0,3.5e-05,2e-05,0.576816,5.5e-05,4e-06,0,0.00576,0.054075,1.81083,18.2239,18.878,0.037172,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-21.scen:,65,75,26.6359
56.2536,18489,36977,49683457,95178494,3783,3783,3722,3735,4935,2341,626,1603,13918,0,0,0,0,0.366327,0.162906,0.789648,1.75614,2.36902,0,6.32843,0.076234,2.57603,42.1202,43.67,0.017045,CG+GR+GC+T+BP with AStar,scens/den312d-even-4.scen:,55,0,0
0.752825,415,810,439430,1089664,3349,3349,3349,3349,230,100,37,207,70,0,0,0,0,0,0,0.015391,0,0,0,0,0.00127,0.034123,0.420889,0.438344,0.03589,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,55,19,0.752516
0.943266,555,1090,543421,1381966,3349,3349,3349,3349,297,227,39,220,68,0,0,0,0,3e-06,8e-06,0.018629,0,0,0,0.000126,0.001762,0.043903,0.524237,0.545865,0.032542,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,55,18,0.942618
0.9756,540,1059,588018,1485720,3349,3349,3349,3349,344,174,56,226,82,0,0,0,0,1.6e-05,1.6e-05,0.017908,4.7e-05,2e-06,0,0.000499,0.001734,0.047133,0.565117,0.5858,0.031369,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,55,19,0.974121
35.1694,18028,36054,24707881,58104443,3965,3965,3965,3965,11771,13249,1138,2758,881,0,0,0,0,0.000374,0.001273,0.724053,0.008063,0.000124,0,0.06588,0.067655,2.32773,23.7129,24.5413,0.060111,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-21.scen:,65,55,34.9699
0.773222,415,809,439430,1089664,3349,3349,3322,3331,230,100,37,207,70,0,0,0,0,0.006293,0.006813,0.015516,0.036989,0.056328,0,0.185075,0.001332,0.035,0.430136,0.448024,0.017121,CG+GR+GC+T+BP with AStar,scens/den312d-even-24.scen:,55,0,0
12.3372,6323,12645,8044235,19760700,3965,3965,3925,3937,4225,4830,219,691,582,0,0,0,0,0.051838,0.085783,0.305671,1.29572,1.26203,0,0.677217,0.026829,0.774368,7.78572,8.13139,0.020731,CG+GR+GC+T+BP with AStar,scens/den312d-even-21.scen:,65,0,0
